pais_iso,pais,indicador_code,indicador,anio,valor
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1963,12.06
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1962,11.09
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1961,11.13
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1960,12.74
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2023,29.91
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2022,39.59
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2021,32.88
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2020,26.85
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2019,29.74
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2018,29.65
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2017,27.69
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2016,28.13
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2015,30.16
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2014,32.63
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2013,33.06
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2012,34.31
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2011,34.79
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2010,31.81
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2009,29.57
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2008,39.51
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2007,31.85
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2006,29.85
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2005,31.89
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2004,30.2
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2003,30.63
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2002,30.23
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2001,30.3
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),2000,28.59
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1999,26.39
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1998,28.69
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1997,28.22
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1996,27.97
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1995,26.21
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1994,25.55
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1993,27.37
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1992,26.95
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1991,26.52
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1990,29.0
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1989,29.11
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1988,25.85
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1987,25.44
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1986,24.35
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1985,24.04
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1984,24.09
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1983,21.12
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1982,21.06
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1981,25.72
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1980,25.96
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1979,25.04
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1978,23.11
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1977,21.55
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1976,19.95
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1975,25.92
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1974,18.87
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1973,15.02
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1972,12.92
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1971,11.91
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1970,13.79
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1969,13.9
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1968,12.93
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1967,12.75
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1966,13.23
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1965,12.5
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1964,13.01
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1963,14.48
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1962,12.5
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1961,15.15
CHL,Chile,NE.IMP.GNFS.ZS,Importaciones (% PIB),1960,15.45
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2023,-3.13
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2022,-8.85
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2021,-7.28
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2020,-1.95
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2019,-5.21
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2018,-4.48
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2017,-2.76
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2016,-2.62
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2015,-2.74
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2014,-3.46
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2013,-4.78
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2012,-5.33
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2011,-4.92
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2010,0.9
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2009,1.44
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2008,-4.19
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2007,5.06
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2006,5.5
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2005,1.91
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2004,3.26
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2003,0.21
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2002,-0.83
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2001,-1.54
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2000,-1.15
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1999,0.13
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1998,-4.78
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1997,-4.27
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1996,-3.92
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1995,-1.83
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1994,-2.76
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1993,-5.11
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1992,-2.06
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1991,-0.26
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1990,-1.45
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1989,-2.3
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1988,-0.88
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1987,-3.25
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1986,-6.21
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1985,-7.88
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1984,-10.57
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1983,-5.41
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1982,-11.69
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1981,-13.45
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1980,-6.66
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1979,-5.34
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1978,-6.65
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1977,-3.86
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1976,1.41
CHL,Chile,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1975,-6.27
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2023,36.11
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2022,37.44
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2021,36.52
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2020,34.04
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2019,35.2
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2018,36.89
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2017,36.95
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2016,36.18
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2015,38.7
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2014,44.07
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2013,45.92
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2012,47.48
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2011,49.95
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2010,49.85
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2009,44.42
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2008,56.71
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2007,61.27
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2006,63.57
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2005,61.36
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2004,58.64
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2003,51.08
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2002,42.19
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2001,38.08
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2000,39.01
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1999,33.23
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1998,32.17
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1997,34.31
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1996,33.63
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1995,34.1
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1994,35.61
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1993,35.91
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1992,30.03
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1991,25.87
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1990,24.23
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1989,25.06
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1988,30.01
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1987,24.81
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1986,19.85
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1985,20.67
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1984,19.0
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1983,17.89
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1982,19.66
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1981,23.74
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1980,21.54
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1979,16.52
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1978,15.4
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1977,9.32
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1976,9.59
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1975,9.98
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1974,10.34
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1973,8.08
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1972,5.67
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1971,4.95
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1970,4.83
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1969,4.94
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1968,5.58
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1967,5.58
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1966,5.93
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1965,5.9
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1964,5.72
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1963,5.66
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1962,5.57
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1961,5.81
CHN,China,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1960,6.31
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2023,19.1
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2022,20.3
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2021,19.53
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2020,18.2
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2019,18.06
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2018,18.77
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2017,19.34
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2016,19.2
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2015,20.94
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2014,23.07
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2013,24.16
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2012,25.08
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2011,26.15
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2010,26.72
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2009,24.33
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2008,32.09
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2007,34.91
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2006,35.53
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2005,33.37
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2004,30.61
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2003,26.6
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2002,22.35
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2001,20.08
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2000,20.68
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1999,18.0
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1998,18.2
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1997,19.37
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1996,17.82
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1995,17.86
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1994,18.45
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1993,16.63
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1992,15.6
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1991,14.45
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1990,13.59
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1989,11.82
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1988,14.36
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1987,12.46
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1986,8.7
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1985,8.32
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1984,9.51
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1983,9.5
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1982,11.0
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1981,12.42
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1980,10.13
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1979,7.82
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1978,7.21
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1977,4.72
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1976,4.83
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1975,4.87
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1974,4.99
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1973,4.29
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1972,3.11
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1971,2.71
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1970,2.45
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1969,2.77
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1968,2.98
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1967,2.95
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1966,3.08
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1965,3.18
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1964,3.24
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1963,3.28
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1962,3.18
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1961,3.0
CHN,China,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1960,3.15
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2023,17.0
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2022,17.14
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2021,16.99
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2020,15.84
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2019,17.14
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2018,18.12
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2017,17.62
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2016,16.97
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2015,17.76
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2014,21.0
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2013,21.75
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2012,22.4
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2011,23.79
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2010,23.13
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2009,20.09
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2008,24.62
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2007,26.36
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2006,28.04
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2005,27.99
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2004,28.03
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2003,24.48
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2002,19.84
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2001,18.0
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),2000,18.33
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1999,15.22
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1998,13.97
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1997,14.94
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1996,15.8
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1995,16.24
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1994,17.15
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1993,19.27
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1992,14.43
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1991,11.43
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1990,10.64
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1989,13.24
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1988,15.66
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1987,12.35
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1986,11.15
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1985,12.35
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1984,9.49
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1983,8.39
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1982,8.66
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1981,11.32
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1980,11.41
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1979,8.7
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1978,8.19
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1977,4.6
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1976,4.77
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1975,5.1
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1974,5.34
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1973,3.79
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1972,2.56
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1971,2.23
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1970,2.37
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1969,2.17
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1968,2.6
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1967,2.63
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1966,2.84
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1965,2.72
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1964,2.48
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1963,2.38
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1962,2.38
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1961,2.81
CHN,China,NE.IMP.GNFS.ZS,Importaciones (% PIB),1960,3.16
CHN,China,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2023,1.44
CHN,China,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2022,2.42
CHN,China,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2021,1.94
CHN,China,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2020,1.66
CHN,China,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2019,0.71
CHN,China,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2018,0.17
CHN,China,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2017,1.5
CHN,China,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2016,1.67
CHN,China,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2015,2.6
CHN,China,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2014,2.21
CHN,China,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2013,1.52
CHN,China,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2012,2.48
CHN,China,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2011,1.77
CHN,China,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2010,3.84
